INFO  2017-09-30 05:47:51,903 Cards need storing in DB: 31634                                                            =>[main] CardScanner.scan 
DEBUG 2017-09-30 07:21:24,516 Next Action exists!                                                                        =>[main] ComputerPlayer7.calculatePreCombatActions 
INFO  2017-09-30 07:21:24,517 ===> Act [PlayerA] Action: Pass                                                            =>[main] ComputerPlayer6.act 
DEBUG 2017-09-30 07:21:24,518 Priority -- Step: Begin Combat              ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,520 Priority -- Step: Declare Attackers         ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,521 Priority -- Step: End Combat                ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,523 Priority -- Step: Postcombat Main           ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 07:21:24,523 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,523 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]                 =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,523 -> Permanents: [Plains;Plains;Plains;Fluctuator;Silvercoat Lion;Mountain;Mountain;Mountain;Mountain;] =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,523 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,524 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]                 =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,524 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
DEBUG 2017-09-30 07:21:24,524 Player..: 5125 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1500] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,524 Opponent: 0 -                                                                              =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,524 5125 total Score (life:0 permanents:5125 hand:0)                                           =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,525 Sim Calculate post combat actions ---------------------------------------------------------------------------------------- =>[main] ComputerPlayer7.calculatePostCombatActions 
DEBUG 2017-09-30 07:21:24,525 maxThink: 18 seconds                                                                       =>[main] ComputerPlayer6.addActionsTimed 
INFO  2017-09-30 07:21:24,527 ADDED ACTIONS (1)  [Pass]                                                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 07:21:24,528 Player..: 5125 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1500] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,528 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,528 5125 total Score (life:0 permanents:5125 hand:0)                                           =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,528 Sim Prio ..[6]#1 <5125> - (Pass)                                                           =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,528 Sim Prio [6] #1 <5125> (Pass)                                                              =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,528 Sim Prio [6] -- Saved best node yet <5120> [Pass]                                          =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,528 Sim Prio [6] -- End for Max Depth  -- Nodes calculated: 2                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 07:21:24,528 [PlayerA] no better score  current: 5125 bestScore: 5120                                   =>[main] ComputerPlayer7.calculatePostCombatActions 
DEBUG 2017-09-30 07:21:24,531 Priority -- Step: End Turn                  ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 07:21:24,533 ======================= Turn: 8 [PlayerB] =========================================        =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,534 Priority -- Step: Upkeep                    ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,535 Priority -- Step: Draw                      ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,536 Priority -- Step: Precombat Main            ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,538 Priority -- Step: Begin Combat              ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,539 Priority -- Step: Declare Attackers         ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 07:21:24,539 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,539 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]                 =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,539 -> Permanents: [Plains;Plains;Plains;Fluctuator;Silvercoat Lion;Mountain;Mountain;Mountain;Mountain;] =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,540 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,540 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]        =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,540 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,540 Sim Calculate declare attackers actions -----------------------------------------------------  =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,540 Player..: 5225 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1600] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,540 Opponent: 0 -                                                                              =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,541 5220 total Score (life:0 permanents:5225 hand:-5)                                          =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,541 maxThink: 18 seconds                                                                       =>[main] ComputerPlayer6.addActionsTimed 
INFO  2017-09-30 07:21:24,543 ADDED ACTIONS (1)  [Pass]                                                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 07:21:24,544 Player..: 5225 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1600] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,544 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,544 5220 total Score (life:0 permanents:5225 hand:-5)                                          =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,545 Sim Prio ..[6]#1 <5220> - (Pass)                                                           =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,545 Sim Prio [6] #1 <5220> (Pass)                                                              =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,545 Sim Prio [6] -- Saved best node yet <5215> [Pass]                                          =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,545 Sim Prio [6] -- End for Max Depth  -- Nodes calculated: 2                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,545 ===> Act [PlayerA] Action: Pass                                                            =>[main] ComputerPlayer6.act 
DEBUG 2017-09-30 07:21:24,547 Priority -- Step: End Combat                ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,548 Priority -- Step: Postcombat Main           ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 07:21:24,548 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,549 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]                 =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,549 -> Permanents: [Plains;Plains;Plains;Fluctuator;Silvercoat Lion;Mountain;Mountain;Mountain;Mountain;] =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,549 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,549 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]        =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,549 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
DEBUG 2017-09-30 07:21:24,550 Player..: 5125 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1500] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,550 Opponent: 0 -                                                                              =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,550 5120 total Score (life:0 permanents:5125 hand:-5)                                          =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,550 Sim Calculate post combat actions ---------------------------------------------------------------------------------------- =>[main] ComputerPlayer7.calculatePostCombatActions 
DEBUG 2017-09-30 07:21:24,551 maxThink: 18 seconds                                                                       =>[main] ComputerPlayer6.addActionsTimed 
INFO  2017-09-30 07:21:24,552 ADDED ACTIONS (1)  [Pass]                                                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 07:21:24,553 Player..: 5125 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1500] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,553 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,553 5120 total Score (life:0 permanents:5125 hand:-5)                                          =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,554 Sim Prio ..[6]#1 <5120> - (Pass)                                                           =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,554 Sim Prio [6] #1 <5120> (Pass)                                                              =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,554 Sim Prio [6] -- Saved best node yet <5115> [Pass]                                          =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,554 Sim Prio [6] -- End for Max Depth  -- Nodes calculated: 2                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 07:21:24,554 [PlayerA] no better score  current: 5120 bestScore: 5115                                   =>[main] ComputerPlayer7.calculatePostCombatActions 
DEBUG 2017-09-30 07:21:24,556 Priority -- Step: End Turn                  ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,556 chooseTarget: Discard:mage.target.common.TargetDiscard@b0e7bde                             =>[main] ComputerPlayer.choose 
DEBUG 2017-09-30 07:21:24,556 findPlayables: []---[]---[]                                                                =>[main] ComputerPlayer.findPlayables 
INFO  2017-09-30 07:21:24,560 ======================= Turn: 9 [PlayerA] =========================================        =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,560 Priority -- Step: Upkeep                    ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,562 Priority -- Step: Draw                      ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,563 Priority -- Step: Precombat Main            ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 07:21:24,563 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,563 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]        =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,564 -> Permanents: [Plains;Plains;Plains;Fluctuator;Silvercoat Lion;Mountain;Mountain;Mountain;Mountain;] =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,564 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,564 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]                 =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,564 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,565 Sim Calculate pre combat actions -----------------------------------------------------     =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,565 Player..: 5125 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1500] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,565 Opponent: 0 -                                                                              =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,565 5130 total Score (life:0 permanents:5125 hand:5)                                           =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,566 maxThink: 18 seconds                                                                       =>[main] ComputerPlayer6.addActionsTimed 
INFO  2017-09-30 07:21:24,567 ADDED ACTIONS (2)  [Play Mountain, Pass]                                                   =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 07:21:24,569 Player..: 5550 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1500] Mountain[425] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,569 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,569 5550 total Score (life:0 permanents:5550 hand:0)                                           =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,571 Player..: 5550 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1500] Mountain[425] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,571 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,571 5550 total Score (life:0 permanents:5550 hand:0)                                           =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,571 Sim Prio .....[5]#1 <5550> - (Pass)                                                        =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 07:21:24,572 Sim Prio ..[6]#1 <5550> - (Play Mountain)                                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,572 Sim Prio [6] #1 <5550> (Play Mountain) -> [5][Pass]<5550>                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,572 Sim Prio [6] -- Saved best node yet <5550> [Play Mountain]                                 =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 07:21:24,573 Player..: 5125 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1500] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,573 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,573 5130 total Score (life:0 permanents:5125 hand:5)                                           =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,573 Sim Prio ..[6]#2 <5130> - (Pass)                                                           =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,573 Sim Prio [6] #2 <5130> (Pass)                                                              =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,573 Sim Prio [6] -- End for Max Depth  -- Nodes calculated: 4                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,573 ===> Act [PlayerA] Action: Play Mountain                                                   =>[main] ComputerPlayer6.act 
DEBUG 2017-09-30 07:21:24,574 Priority -- Step: Precombat Main            ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 07:21:24,575 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,575 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]                 =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,575 -> Permanents: [Plains;Plains;Plains;Fluctuator;Silvercoat Lion;Mountain;Mountain;Mountain;Mountain;Mountain;] =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,575 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,575 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]                 =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,575 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,575 Sim Calculate pre combat actions -----------------------------------------------------     =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 07:21:24,577 simulating -- continuing previous action chain                                             =>[main] ComputerPlayer6.getNextAction 
DEBUG 2017-09-30 07:21:24,577 Next Action exists!                                                                        =>[main] ComputerPlayer7.calculatePreCombatActions 
INFO  2017-09-30 07:21:24,577 ===> Act [PlayerA] Action: Pass                                                            =>[main] ComputerPlayer6.act 
DEBUG 2017-09-30 07:21:24,578 Priority -- Step: Begin Combat              ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,580 Priority -- Step: Declare Attackers         ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,581 Priority -- Step: End Combat                ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,582 Priority -- Step: Postcombat Main           ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 07:21:24,583 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,583 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]                 =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,583 -> Permanents: [Plains;Plains;Plains;Fluctuator;Silvercoat Lion;Mountain;Mountain;Mountain;Mountain;Mountain;] =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,583 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,583 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]                 =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,583 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
DEBUG 2017-09-30 07:21:24,584 Player..: 5550 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1500] Mountain[425] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,584 Opponent: 0 -                                                                              =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,584 5550 total Score (life:0 permanents:5550 hand:0)                                           =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,585 Sim Calculate post combat actions ---------------------------------------------------------------------------------------- =>[main] ComputerPlayer7.calculatePostCombatActions 
DEBUG 2017-09-30 07:21:24,585 maxThink: 18 seconds                                                                       =>[main] ComputerPlayer6.addActionsTimed 
INFO  2017-09-30 07:21:24,586 ADDED ACTIONS (1)  [Pass]                                                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 07:21:24,587 Player..: 5550 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1500] Mountain[425] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,587 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,587 5550 total Score (life:0 permanents:5550 hand:0)                                           =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,587 Sim Prio ..[6]#1 <5550> - (Pass)                                                           =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,587 Sim Prio [6] #1 <5550> (Pass)                                                              =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,587 Sim Prio [6] -- Saved best node yet <5545> [Pass]                                          =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,588 Sim Prio [6] -- End for Max Depth  -- Nodes calculated: 2                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 07:21:24,588 [PlayerA] no better score  current: 5550 bestScore: 5545                                   =>[main] ComputerPlayer7.calculatePostCombatActions 
DEBUG 2017-09-30 07:21:24,589 Priority -- Step: End Turn                  ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 07:21:24,592 ======================= Turn: 10 [PlayerB] =========================================       =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,593 Priority -- Step: Upkeep                    ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,594 Priority -- Step: Draw                      ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,596 Priority -- Step: Precombat Main            ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,612 Priority -- Step: Begin Combat              ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,616 Priority -- Step: Declare Attackers         ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 07:21:24,616 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,616 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]                 =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,617 -> Permanents: [Plains;Plains;Plains;Fluctuator;Silvercoat Lion;Mountain;Mountain;Mountain;Mountain;Mountain;] =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,618 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,618 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]        =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,619 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,619 Sim Calculate declare attackers actions -----------------------------------------------------  =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,619 Player..: 5650 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1600] Mountain[425] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,620 Opponent: 0 -                                                                              =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,620 5645 total Score (life:0 permanents:5650 hand:-5)                                          =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,621 maxThink: 18 seconds                                                                       =>[main] ComputerPlayer6.addActionsTimed 
INFO  2017-09-30 07:21:24,622 ADDED ACTIONS (1)  [Pass]                                                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 07:21:24,624 Player..: 5650 - Plains[425] Plains[425] Plains[425] Fluctuator[650] Silvercoat Lion[1600] Mountain[425] Mountain[425] Mountain[425] Mountain[425] Mountain[425]  =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,624 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,624 5645 total Score (life:0 permanents:5650 hand:-5)                                          =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 07:21:24,624 Sim Prio ..[6]#1 <5645> - (Pass)                                                           =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,624 Sim Prio [6] #1 <5645> (Pass)                                                              =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,624 Sim Prio [6] -- Saved best node yet <5640> [Pass]                                          =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,625 Sim Prio [6] -- End for Max Depth  -- Nodes calculated: 2                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 07:21:24,625 ===> Act [PlayerA] Action: Pass                                                            =>[main] ComputerPlayer6.act 
DEBUG 2017-09-30 07:21:24,627 Priority -- Step: End Combat                ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 07:21:24,645 Priority -- Step: Postcombat Main           ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 07:21:24,645 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 07:21:24,645 -> Hand: [Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;Mountain;]                 =>[main] ComputerPlayer6.printOutState 
